UniProtKB/Swiss-Prot ID	Gene name	Gene stable ID
P0CX14	YRF1-7	YPL283C
P0CX15	YRF1-7	YPL283C
P17123	SPO12	YHR152W
P53301	CRH1	YGR189C
Q02590		YER091C-A
Q07824	TPO1	YLL028W
P40360	ARG2	YJL071W
P38147	CHK1	YBR274W
P53552	THO2	YNL139C
P40459	PAN6	YIL145C
Q06266	TOS4	YLR183C
P07280	RPS19A	YOL121C
P53213		YGR022C
P53339		YGR290W
P13711	POX1	YGL205W
P32521	PAN1	YIR006C
Q08959	PGC1	YPL206C
P22133	MDH2	YOL126C
P32855	SEC8	YPR055W
P48562	CLA4	YNL298W
P40085	EMP65	YER140W
P39984	HAT2	YEL056W
Q07990		YLR042C
A0A023PYG5		YHL046W-A
A0A023PZG0		YER084W-A
P20795	VPS33	YLR396C
Q12312		YLR122C
P47090		YJR015W
P40550	PDR11	YIL013C
Q06170		YLR326W
Q07963	UBR2	YLR024C
P06701	SIR3	YLR442C
P40024	ARB1	YER036C
Q08630	IRC13	YOR235W
P38210	LDB7	YBL006C
Q08496	DIA2	YOR080W
P38126	PCH2	YBR186W
Q08540		YOR169C
P40917	CIN5	YOR028C
P53081	NIF3	YGL221C
P25630		YCR050C
P0C5M3		YDR183C-A
P53139		YGL108C
Q12225		YOR225W
P53390	MEP3	YPR138C
Q3E833	PCC1	YKR095W-A
P47142	VPS25	YJR102C
P35688	LRG1	YDL240W
Q12025	EMC10	YDR056C
P32364	SMY1	YKL079W
P28000	RPC19	YNL113W
P0C5Q3		YMR013C-A
Q06705	CSR1	YLR380W
P32910	RPC34	YNR003C
P32452	PHA2	YNL316C
P03069	GCN4	YEL009C
P32588	PUB1	YNL016W
Q8TGL6		YOR108C-A
P38350		YBR277C
Q03049		YDR541C
P38687	SRP68	YPL243W
P40478	POR2	YIL114C
P38689	PRS3	YHL011C
A0A023PZB8		YER079C-A
P32561	RPD3	YNL330C
P05749	RPL22A	YLR061W
P36005	KDX1	YKL161C
P43609	RSC8	YFR037C
Q06494		YPR127W
P36054	RCN1	YKL159C
P40579		YIR035C
Q02891	EEB1	YPL095C
P53162		YGL069C
Q12079		YPR027C
P41544	SYS1	YJL004C
P06700	SIR2	YDL042C
P40566	EGH1	YIR007W
P33308	CSE2	YNR010W
P38696	ARP1	YHR129C
Q04006	UPS3	YDR185C
Q06708	VAC14	YLR386W
Q12271	INP53	YOR109W
P32604	FBP26	YJL155C
P52286	SKP1	YDR328C
Q06709	REH1	YLR387C
P40479	SDP1	YIL113W
P34110	VPS35	YJL154C
A0A023PXA5		YAL019W-A
P0CX44	RPL1B	YGL135W
P0CX43	RPL1B	YGL135W
Q05636	RRP45	YDR280W
P25657		YCR099C
Q8TGS9		YMR001C-A
P32867	SSO1	YPL232W
P36125	GMH1	YKR030W
Q03835	GRX3	YDR098C
Q06409	DCK1	YLR422W
P47145	LIH1	YJR107W
P41910	MAF1	YDR005C
A0A023PXC2		YEL053W-A
P38885	AIM46	YHR199C
P38300	MBA1	YBR185C
P32858	AIM26	YKL037W
P24813	CAD1	YDR423C
P47058	TAD2	YJL035C
Q12400	TRM10	YOL093W
Q12494	KCS1	YDR017C
P40535	CST6	YIL036W
P47134	BIR1	YJR089W
P33419	SPC29	YPL124W
P15019	TAL1	YLR354C
P43638	MHP1	YJL042W
		YJL169W
P38854	TDA11	YHR159W
P32379	PUP2	YGR253C
P36094	SPC42	YKL042W
P53174	PRM8	YGL053W
Q6Q572		YMR031W-A
P53886	APC1	YNL172W
P53144		YGL101W
Q12171	MDM32	YOR147W
P40568	DSN1	YIR010W
Q12249		YOR218C
P38431	TIF5	YPR041W
P32447	ASF1	YJL115W
P07278	BCY1	YIL033C
P36116	VPS51	YKR020W
P0CY07	HMLALPHA1	YCL066W
P0CY06	HMLALPHA1	YCL066W
P14906	SEC63	YOR254C
P40567	MSL1	YIR009W
Q04049	RAD30	YDR419W
Q3E705	EFG1	YGR271C-A
Q08237	REX4	YOL080C
Q02825	SEN54	YPL083C
Q04093		YDR444W
P53914	KRE33	YNL132W
P29547	CAM1	YPL048W
Q8TGR5		YEL030C-A
P38879	EGD2	YHR193C
P47084	MRX12	YJR003C
P51601	FOL2	YGR267C
Q03790	NUP53	YMR153W
Q02948	VPS30	YPL120W
O13576		YLR434C
P15496	IDI1	YPL117C
O13567		YPR126C
P39676	YHB1	YGR234W
Q8TGV0		YAR035C-A
P38182	ATG8	YBL078C
P33203	PRP40	YKL012W
Q05506		YDR341C
P46955	NCA3	YJL116C
Q03187		YFL013W-A
Q06833	NVJ2	YPR091C
P51979	HFM1	YGL251C
P39999		YEL014C
P53119	HUL5	YGL141W
P43541		YFL063W
P0C5E1		YPR059C
Q3E770	PAU8	YAL068C
P0CE93	PAU8	YAL068C
P0CE92	PAU8	YAL068C
A0A023PZA4		YDR154C
P23833	SCO1	YBR037C
P38904	SPP41	YDR464W
P46655	GUS1	YGL245W
P38635	HIS2	YFR025C
P53194	BRP1	YGL007W
P41835	THI6	YPL214C
P0CG63	UBI4	YLL039C
P40093		YER156C
P38069	MNN2	YBR015C
Q8TGL4		YOR161W-B
Q03900		YDR132C
P53195	COG7	YGL005C
Q99296		YLR149C
P32837	UGA4	YDL210W
P40531	GVP36	YIL041W
P06245	TPK2	YPL203W
P04710	AAC1	YMR056C
P22136	AEP2	YMR282C
Q04175	SXM1	YDR395W
Q00772	SLT2	YHR030C
Q04491	SEC13	YLR208W
P43571	BST1	YFL025C
P35845	SWH1	YAR042W
Q08985	SAM4	YPL273W
Q07651	FMP45	YDL222C
P40502	AIM19	YIL087C
P53727	BUD17	YNR027W
P25366	OCA4	YCR095C
P14736	RAD4	YER162C
P00899	TRP2	YER090W
P35190	CLG1	YGL215W
P38216		YBR016W
P53295	RBG2	YGR173W
Q06385	VPS74	YDR372C
P40335	PEP8	YJL053W
P53061	ZIP2	YGL249W
P38721		YHL050C
Q06680	YCG1	YDR325W
Q12102	CFT2	YLR115W
Q01802	AAT1	YKL106W
	SAL1	YNL083W
Q3E744		YGR161W-C
P25641	ATG15	YCR068W
P07248	ADR1	YDR216W
Q6B113		YBL107W-A
P47017	LSM1	YJL124C
P38960	STN1	YDR082W
Q04673	SSL1	YLR005W
P32566	SMI1	YGR229C
P43622		YFR054C
P38857	MPC2	YHR162W
Q07655	WHI4	YDL224C
P00445	SOD1	YJR104C
P43321	SMD3	YLR147C
P28791	SEC20	YDR498C
Q06817	GRS2	YPR081C
Q3E834	YOS1	YER074W-A
P28241	IDH2	YOR136W
Q12426		YDR010C
P53046	ROM1	YGR070W
Q08018		YLR076C
P25374	NFS1	YCL017C
P40317	SOK1	YDR006C
P40028	YEN1	YER041W
Q06235		YLR162W
P23638	PRE9	YGR135W
P28007	GAR1	YHR089C
Q3E840	KTI11	YBL071W-A
P08638	LEU3	YLR451W
P38345	SDH8	YBR269C
P40986	CDC1	YDR182W
P42948	SET4	YJL105W
P0C5N1		YGL014C-A
P53979		YNL013C
Q12297	TAF3	YPL011C
P53378	TUB4	YLR212C
Q06179	FMP27	YLR454W
Q04740	RNH1	YMR234W
P40895		YJL215C
P25585	FYV5	YCL058C
P15436	POL3	YDL102W
P36155		YKR075C
	SLM6	YBR266C
Q12477	PCL9	YDL179W
P47120	LIA1	YJR070C
P42222	ERR3	YMR323W
Q06839		YPR097W
Q3E736		YOR192C-C
P47138	JJJ3	YJR097W
A0A023PZH1		YER165C-A
P53892	IBD2	YNL164C
Q08622	GEP3	YOR205C
P47016	NIT2	YJL126W
P40062		YER097W
P53839	GOR1	YNL274C
P40886	HXT8	YJL214W
P08525	QCR8	YJL166W
P25558	BUD3	YCL014W
P47065	PET130	YJL023C
Q04728	ARG7	YMR062C
Q3E782		YMR247W-A
P00127	QCR6	YFR033C
P40202	CCS1	YMR038C
P50082	AMA1	YGR225W
P40309	KHA1	YJL094C
P19735	PRP6	YBR055C
P53058	VEL1	YGL258W
Q04660	ERB1	YMR049C
P07255	COX9	YDL067C
Q8TGR0		YLR437C-A
Q08986	SAM3	YPL274W
Q12021	RAD28	YDR030C
P40580	IRC24	YIR036C
Q8TGS5		YMR272W-B
Q06469	CUR1	YPR158W
P38752		YHL005C
Q12084	DAS2	YDR020C
P40218		YMR147W
Q04651	ERV41	YML067C
P15873	POL30	YBR088C
P0C2H6	RPL27A	YHR010W
P53121	FLC3	YGL139W
P39107	MNN9	YPL050C
P47114	KCH1	YJR054W
P36147	PAM17	YKR065C
Q06107		YPR114W
P89114	SAE3	YHR079C-A
P0CX89		YHR212C
P0CX88		YHR212C
Q08620		YOR200W
P40070	LSM4	YER112W
Q02199	NUP49	YGL172W
Q04418	RBA50	YDR527W
Q02979	GDE1	YPL110C
P36093	PHD1	YKL043W
P53882	TDA7	YNL176C
P38207	APN2	YBL019W
P40473	POG1	YIL122W
P20457	PRI2	YKL045W
Q05468	RQC1	YDR333C
P16550	APA1	YCL050C
P08539	GPA1	YHR005C
P38874	IKI1	YHR187W
P25365	SED4	YCR067C
P25627	BUD23	YCR047C
P14922	CYC8	YBR112C
P06115	CTT1	YGR088W
P53012	SCS3	YGL126W
Q08774	RRG7	YOR305W
P32504	CBF2	YGR140W
P38116	ARL1	YBR164C
P38280	YSW1	YBR148W
P47172	IPA1	YJR141W
P53747		YNR061C
P36144	UTP30	YKR060W
P53277	SYF2	YGR129W
P0C5M8		YER090C-A
A0A023PYE4		YER067C-A
P38206	RFT1	YBL020W
P32528	DUR1,2	YBR208C
P53827		YNL303W
P53008	CWH41	YGL027C
P53731	ARC35	YNR035C
P52867	PMT5	YDL093W
Q03760	PML39	YML107C
Q08581	SLK19	YOR195W
P53073	EMC4	YGL231C
P38989	SMC2	YFR031C
Q07350	PRP11	YDL043C
P32642	GRX4	YER174C
A0A023PXJ7		YER107W-A
Q12144	PER33	YLR064W
Q12208	USB1	YLR132C
P38720	GND1	YHR183W
P43639	CKB1	YGL019W
Q03919	RUB1	YDR139C
P39516	RPS14B	YJL191W
P09959	SWI6	YLR182W
P38616	YGP1	YNL160W
P25625	PER1	YCR044C
Q01519	COX12	YLR038C
P11792	SCH9	YHR205W
P25353	NPP1	YCR026C
Q99383	HRP1	YOL123W
A0A023PXK7		YFL021C-A
P81449	TIM11	YDR322C-A
P53210		YGR017W
P39011	BEM4	YPL161C
Q12090	REX3	YLR107W
P47167	MCM22	YJR135C
P42900	SLS1	YLR139C
P17505	MDH1	YKL085W
Q12139	SDD4	YPR022C
P01098	STF1	YDL130W-A
P53725	MPP6	YNR024W
P37297	STT4	YLR305C
O94085		YLR339C
P53970	EFM6	YNL024C
Q07992	BUD28	YLR062C
Q03482		YDR210W
Q12274		YOR097C
P24482	DPB2	YPR175W
P36051	MCD4	YKL165C
Q12379	SWM1	YDR260C
Q8TGN4		YIL021C-A
P12868	PEP5	YMR231W
P53263		YGR107W
P32909	SMY2	YBR172C
Q06127		YLR334C
P47048	CHM7	YJL049W
P38170	BRN1	YBL097W
P32488	ISF1	YMR081C
P38232	REG2	YBR050C
P53976		YNL018C
P40499	ICE2	YIL090W
Q02749		YPL068C
P25655	CDC39	YCR093W
P04387	GAL80	YML051W
Q07794	RTT109	YLL002W
P06243	CDC7	YDL017W
P38956	SNF11	YDR073W
P0C5R4		YOL083C-A
P08456	CHO1	YER026C
P38298	YPC1	YBR183W
P14066	CBS1	YDL069C
Q07993	XYL2	YLR070C
O13536		YHR139C-A
P40302	PRE5	YMR314W
P28778	MRP17	YKL003C
P36085	STB6	YKL072W
P87271		YDR455C
P53964		YNL033W
P34165	MFA1	YDR461W
P38820	UBA4	YHR111W
P40551		YIL012W
Q04081	PPM1	YDR435C
P34238		YKL177W
P47182	AAD10	YJR155W
P42945	UTP10	YJL109C
P03877	AI3	Q0060
Q07395	SYO1	YDL063C
P47074	MAD3	YJL013C
Q04603	DPB4	YDR121W
P37298	SDH4	YDR178W
P32828	SLX5	YDL013W
Q04433	FIT1	YDR534C
P0CZ17	ASP3-2	YLR157C
P0CX77	ASP3-2	YLR157C
P0CX79	ASP3-2	YLR157C
P0CX78	ASP3-2	YLR157C
P53183		YGL039W
P00560	PGK1	YCR012W
Q3E835	MHF1	YOL086W-A
P38777	FSH1	YHR049W
Q12676	FOL3	YMR113W
Q02796	LGE1	YPL055C
P15807	MET8	YBR213W
Q05949	BUR2	YLR226W
P17261	ERS1	YCR075C
P06844	SPT3	YDR392W
P39720	OAF1	YAL051W
Q12672	RPL21B	YPL079W
P47988	TEA1	YOR337W
P0C289		YDR034C-A
A0A023PXH2		YML031C-A
Q12236	PKH2	YOL100W
P17967	PDI1	YCL043C
P34232	MTR2	YKL186C
Q12018	CDC53	YDL132W
P25376	AGP1	YCL025C
Q12012		YOR289W
P38429	SAP30	YMR263W
P0CY08	HMLALPHA2	YCL067C
P0CY09	HMLALPHA2	YCL067C
P38267		YBR113W
Q12152		YPL150W
P32386	YBT1	YLL048C
Q8TGP1		YGL123C-A
Q04434		YDR535C
Q03707	SRC1	YML034W
Q03956	RAV2	YDR202C
Q6Q595	SCS22	YBL091C-A
P38620	PRS2	YER099C
P53198	ERP6	YGL002W
Q04225	RRB1	YMR131C
P53909	AAH1	YNL141W
Q08692	OSW1	YOR255W
P10592	SSA2	YLL024C
Q3E820		YBR196C-A
P32613	TCA17	YEL048C
Q07355		YDL050C
Q07915	RLP24	YLR009W
Q08773	ISW2	YOR304W
P0CD91	AQY1	YPR192W
P14680	YAK1	YJL141C
A0A023PXM2		YHR131W-A
P40543		YIL024C
Q12205	MNL2	YLR057W
P25351		YCR023C
Q3E7A3		YJL133C-A
P32338	RME1	YGR044C
Q8TGR6		YDR524C-A
P0CF20		YOL163W
P36127		YKR032W
P37302	APE3	YBR286W
Q04867		YMR310C
P36001	RMA1	YKL132C
P46989	ATG27	YJL178C
Q05131	RCH1	YMR034C
P0CX09	DSF1	YEL070W
P0CX08	DSF1	YEL070W
P42840		YNL320W
Q06143	DIC1	YLR348C
Q08972	NEW1	YPL226W
P32481	GCD11	YER025W
P47093	LSM8	YJR022W
P36532	MRPL37	YBR268W
P32873	BEM3	YPL115C
P89888		YEL075W-A
P0CL30		YPL283W-A
P0CL31		YPL283W-A
P0CL27		YPL283W-A
P0CL29		YPL283W-A
P0CL28		YPL283W-A
Q01329	PTA1	YAL043C
P40962	RTS2	YOR077W
P38604	ERG7	YHR072W
Q12091	DAP1	YPL170W
P36031		YKL223W
P06785	CDC21	YOR074C
P33297	RPT5	YOR117W
	COX5B	YIL111W
Q12103		YDL109C
P32501	GCD6	YDR211W
P32572	SPS18	YNL204C
P50942	INP52	YNL106C
Q3E790	TSC3	YBR058C-A
Q12179		YPL245W
P40367	LAS21	YJL062W
P36009	DHR2	YKL078W
Q02196	MET14	YKL001C
P36517	MRPL4	YLR439W
P0C5P0		YJL197C-A
P16451	PDX1	YGR193C
P53820		YNL338W
P32450	AUA1	YFL010W-A
P40078	NSA2	YER126C
O13329	FOB1	YDR110W
P36133		YKR040C
P53187	HOP2	YGL033W
P36091	DCW1	YKL046C
A0A023PZG4		YLR236C
P53292	MRPS35	YGR165W
P52593	NUP188	YML103C
P36113	HEL1	YKR017C
P47031	IML2	YJL082W
P38892	CRG1	YHR209W
P14120	RPL30	YGL030W
P32774	TOA2	YKL058W
P00401	COX1	Q0045
P36038	CBT1	YKL208W
Q06510	TAZ1	YPR140W
Q06137		YLR345W
Q12181	TAH18	YPR048W
P52868	CWC23	YGL128C
P0CX18		YAR066W
P0CX19		YAR066W
Q04952	FKS3	YMR306W
Q8TGP0		YGL063C-A
Q08439		YOR055W
P53894	CBK1	YNL161W
P25613	ADY2	YCR010C
Q12155		YLR050C
Q8TGJ1		YOL166W-A
P32468	CDC12	YHR107C
P40494	PRK1	YIL095W
Q8TGU0		YGL007C-A
P38794	PCL5	YHR071W
P46946	SAE2	YGL175C
P38355		YBR287W
P0C0W9	RPL11A	YPR102C
P53852		YNL247W
Q12362	RIB2	YOL066C
A0A023PZE9		YIL029W-A
P53831		YNL285W
P36027	MID2	YLR332W
P47020		YJL120W
P0CX22	YRF1-8	YOR396W
P0CX21	YRF1-8	YOR396W
P0CX20	YRF1-8	YOR396W
P40856	SAP185	YJL098W
P53079	COG1	YGL223C
P25584	PEX34	YCL056C
P38178		YBL083C
P87283		YDR274C
P54114	ALD3	YMR169C
P47003		YJL152W
P15108	HSC82	YMR186W
P47188		YJR162C
Q02203		YKR005C
P53302		YGR190C
P40098	FMP10	YER182W
P38697	IMD2	YHR216W
P38747	OTU2	YHL013C
P04147	PAB1	YER165W
P40500		YIL089W
P41814	GCD10	YNL062C
Q04958	NTE1	YML059C
P54783	ALO1	YML086C
P19657	PMA2	YPL036W
Q8TGS0		YOR161C-C
P34226	SKT5	YBL061C
P40445		YIL166C
P20048	SEC59	YMR013C
Q12531		YPR015C
P39540	ELO1	YJL196C
P53196	RPN14	YGL004C
Q05931	SSQ1	YLR369W
P42837	FIG4	YNL325C
P38628	PCM1	YEL058W
P47081	COX16	YJL003W
P53956		YNL046W
P08518	RPB2	YOR151C
P39726	GCV3	YAL044C
P80967	TOM5	YPR133W-A
P28777	ARO2	YGL148W
Q12080	NOP53	YPL146C
P40519		YIL060W
P47073		YJL015C
P53049	YOR1	YGR281W
Q99339		YLL065W
Q12030	TAF10	YDR167W
P50106	RPA14	YDR156W
Q07653	HBT1	YDL223C
P40963	SAS2	YMR127C
P02992	TUF1	YOR187W
P38784	VMA22	YHR060W
P53965	SIW14	YNL032W
P20052	PHO80	YOL001W
Q06102	YTH1	YPR107C
P20081	FPR1	YNL135C
P32345	PPH3	YDR075W
Q12119	FCY22	YER060W-A
O13521		YPL035C
A0A023PYJ4		YMR153C-A
Q03096	EST3	YIL009C-A
P38344	REI1	YBR267W
P31244	RAD16	YBR114W
P39961	TOG1	YER184C
P43611	OSW7	YFR039C
P38199	HEK2	YBL032W
P38317		YBR219C
P47036	APQ13	YJL075C
P43570	GYP8	YFL027C
Q01896	ENA2	YDR039C
Q03653	EFR3	YMR212C
P25045	LCB1	YMR296C
P40422	RPC10	YHR143W-A
P25648	SRB8	YCR081W
Q08387	DNL4	YOR005C
Q08604		YOR199W
P26343	DAL80	YKR034W
Q05166	ASM4	YDL088C
P38158	MAL32	YBR299W
Q03175	SRT1	YMR101C
P32333	MOT1	YPL082C
Q12492		YPR064W
Q07555		YDL129W
Q06696	VPS36	YLR417W
P39564		YAR068W
P47092		YJR020W
P48363	PAC10	YGR078C
Q00916	SNP1	YIL061C
P41913	GDS1	YOR355W
P53125	ITC1	YGL133W
Q02820	NCE101	YJL205C
P33327	GDH2	YDL215C
P14540	FBA1	YKL060C
Q02753	RPL21A	YBR191W
P38992	SUR2	YDR297W
Q06252		YLR179C
P28263	UBC8	YEL012W
P22082	SNF2	YOR290C
Q08964		YPL216W
P38089	PTC4	YBR125C
Q07928	GAT3	YLR013W
P40584		YIR040C
Q12186	MSL5	YLR116W
O74700	TIM9	YEL020W-A
Q03899		YDR131C
A0A023PZA9		YDR230W
P47150	RSM7	YJR113C
Q12461	RRD2	YPL152W
P47148	PXP2	YJR111C
P38843	CHS7	YHR142W
Q03829	MME1	YMR166C
P40050	MRX1	YER077C
Q05518	PAL1	YDR348C
P36099		YKL030W
P53344	COS6	YGR295C
P0CE11	HVG1	YER039C
Q12132	USV1	YPL230W
P43583	BLM10	YFL007W
P51862	ROM2	YLR371W
P25298	RNA14	YMR061W
Q99373	PET20	YPL159C
P49955	HSH155	YMR288W
P0CL39		YOR396C-A
P0CL40		YOR396C-A
P0CL38		YOR396C-A
P14020	DPM1	YPR183W
Q05946	UTP13	YLR222C
Q02794	STD1	YOR047C
Q7LIF2		YLR365W
P29295	HRR25	YPL204W
Q02981		YPL109C
P38782	MED6	YHR058C
P32772	UGX2	YDL169C
Q03508		YMR265C
P13090	ATR1	YML116W
P35183	AST1	YBL069W
P40029	MXR1	YER042W
P40488		YIL102C
Q12745	SEC39	YLR440C
P0CX32	RPS24B	YIL069C
P0CX31	RPS24B	YIL069C
P40572		YIR016W
P40015	ISC1	YER019W
Q96VH1		YCR018C-A
P38319	TDP1	YBR223C
Q03103	ERO1	YML130C
P54964	REX2	YLR059C
Q08110		YOL014W
P00912	TRP1	YDR007W
P38968	SEC31	YDL195W
P38244		YBR074W
Q2V2Q3		YBR201C-A
Q08649	ESA1	YOR244W
P38301	GDT1	YBR187W
Q12086	DIN7	YDR263C
Q04923		YDR220C
Q06244	PUS5	YLR165C
Q12344	GYP5	YPL249C
P53044	UFD1	YGR048W
P25623	SYP1	YCR030C
P11710	FUS1	YCL027W
Q04067	TIF35	YDR429C
P40157	VID27	YNL212W
P38750		YHL008C
P50111	ZDS1	YMR273C
P46973	HIT1	YJR055W
Q2V2P9	COX26	YDR119W-A
P27825	CNE1	YAL058W
Q06449	PIN3	YPR154W
P0CL32		YHR054W-A
P0CL33		YHR054W-A
O13563	RPN13	YLR421C
Q03554	GOT1	YMR292W
P48016	ATH1	YPR026W
P13434	HAP3	YBL021C
P53241	VHT1	YGR065C
Q12272	TPT1	YOL102C
P38191	MOH1	YBL049W
P25579	LRE1	YCL051W
P47006	RPA34	YJL148W
P0CD97		YER039C-A
P0C5P4		YKL162C-A
Q04052	ARO80	YDR421W
P53176	MST27	YGL051W
Q02771	PET117	YER058W
P33338	SLA2	YNL243W
P53082		YGL220W
P48568		YDL186W
P40069	KAP123	YER110C
Q07821	ISA1	YLL027W
P40082		YER135C
Q12296	MAM3	YOL060C
P31373	CYS3	YAL012W
Q08208	NOP12	YOL041C
P38988	GGC1	YDL198C
O13582		YPR076W
P38826	ORC6	YHR118C
P40857	PHS1	YJL097W
Q07540	YFH1	YDL120W
P39742	SEC72	YLR292C
P0C5R9		YPR170W-B
P36167	SRL3	YKR091W
	MET4	YNL103W
Q12522	TIF6	YPR016C
P17649	UGA1	YGR019W
Q8TGT2		YKL096C-B
P30620	PSO2	YMR137C
Q12078	SMF3	YLR034C
P22148	MSN1	YOL116W
Q07930	PML1	YLR016C
Q00618	BET4	YJL031C
Q08817	SOG2	YOR353C
P46970	NMD5	YJR132W
O13574		YLR255C
P0C5Q2		YMR013W-A
Q8TGL9		YNL144W-A
Q02783	MFM1	YPL060W
P53824	SNZ2	YNL333W
P25568	ATG22	YCL038C
P38121	POL12	YBL035C
P12954	SRS2	YJL092W
P25338	MPO1	YGL010W
Q03631	WAR1	YML076C
Q06407	RGA2	YDR379W
P32381	ARP2	YDL029W
Q03455	MSC2	YDR205W
P53150	LIF1	YGL090W
Q05899		YLR297W
A0A023PYD3		YDR094W
P53968	CRZ1	YNL027W
Q6B2U8	TDA8	YAL064C-A
P47030	TAX4	YJL083W
P36003	NNK1	YKL171W
P33301	XRS2	YDR369C
P43585	VTC2	YFL004W
Q02775	SLU7	YDR088C
Q12028	APL4	YPR029C
Q05948		YLR225C
P36102	PAN3	YKL025C
Q12743	DFM1	YDR411C
P39992		YEL023C
Q04276		YMR082C
Q12209	FRE8	YLR047C
Q08754	BUD7	YOR299W
Q6B0V7		YPR002C-A
P36973	APT2	YDR441C
Q12373	HIF1	YLL022C
P46991		YJL175W
P07266	MRS1	YIR021W
Q08872		YOR366W
P32589	SSE1	YPL106C
P36103		YKL023W
Q04110	ECM11	YDR446W
P04039	COX8	YLR395C
P53836	CAF120	YNL278W
P0CL41		YJL225W-A
P0CL42		YJL225W-A
P48569		YDL183C
P25378	RHB1	YCR027C
Q02159	UBC7	YMR022W
P26786	RPS7A	YOR096W
P53235		YGR054W
P39548		YAR028W
P38172	MRX3	YBL095W
Q06822	ASA1	YPR085C
Q3E818		YDR194W-A
P33441	MFT1	YML062C
Q04597		YDR114C
P38723	COS8	YHL048W
Q02521	SPP2	YOR148C
Q8TGT8		YGR174W-A
Q3E7X8		YEL077C
P32781	AGA2	YGL032C
Q6Q571		YMR086C-A
P22516	CHL1	YPL008W
P87270		YDR442W
Q06525	URN1	YPR152C
Q08760	RAX1	YOR301W
P33323	REC104	YHR157W
P0CW40	IMA3	YIL172C
P0CW41	IMA3	YIL172C
P53907		YNL144C
P06704	CDC31	YOR257W
Q12223	RAD59	YDL059C
P15274	AMD1	YML035C
P28273	OXP1	YKL215C
Q12248	DAD1	YDR016C
P43620	RMD8	YFR048W
P53895	ASI2	YNL159C
P43637	TOS3	YGL179C
Q12211	PUS1	YPL212C
Q08522	IRC14	YOR135C
P24784	DBP1	YPL119C
P38086	RDH54	YBR073W
P05626	ATP4	YPL078C
		YLL067C
P36065		YKL136W
P38819	ERP5	YHR110W
P90471		YBR109W-A
P80210	ADE12	YNL220W
P53201	SWC4	YGR002C
P32898	CYM1	YDR430C
P08964	MYO1	YHR023W
P87287		YDR366C
P39106	MNN1	YER001W
P53124	PCL10	YGL134W
P53071		YGL235W
P39704	ERP2	YAL007C
Q2V2P8	WIP1	YDR374W-A
P18899	DDR48	YMR173W
P53876		YNL184C
Q08951	APL5	YPL195W
P24276	SSD1	YDR293C
Q03289	PFA5	YDR459C
Q12421		YDR022C
P38786	RPP1	YHR062C
Q05911	ADE13	YLR359W
P38339	RGD1	YBR260C
Q8TGS1		YOR032W-A
Q12015	DSC3	YOR223W
P36097	TTI1	YKL033W
P0C5Q6		YMR194C-A
P14737	RAD9	YDR217C
P38929	PMC1	YGL006W
P53822	COS1	YNL336W
P39677	MEF2	YJL102W
P43608		YFR035C
P32325	DBF4	YDR052C
P87012		YCL001W-A
P28737	MSP1	YGR028W
P36119		YKR023W
Q07349	MRX9	YDL027C
P53336		YGR283C
Q06199		YLR456W
P53050	MGA1	YGR249W
P38351	PAF1	YBR279W
P38900		YHR219W
P32522	PET309	YLR067C
Q03868	SPO71	YDR104C
Q08491	SKI7	YOR076C
Q8TGN3		YJL077W-A
P38313	AME1	YBR211C
P0CX85	RPL35B	YDL136W
P0CX84	RPL35B	YDL136W
Q02659		YPL025C
P39994	PXP1	YEL020C
P25617		YCR016W
Q8TGL2		YOR231C-A
P20050	HOP1	YIL072W
P25582	SPB1	YCL054W
P38248	ECM33	YBR078W
P38839	SPL2	YHR136C
P40521		YIL058W
Q04305	UTP15	YMR093W
Q07988	AFB1	YLR040C
P36148	GPT2	YKR067W
Q07807	PUF3	YLL013C
P32178	ARO7	YPR060C
Q3E837		YJL052C-A
P38083		YBR063C
P34246	MTC2	YKL098W
P38070	YPK3	YBR028C
Q06164	MMS22	YLR320W
P53844	PDR17	YNL264C
Q3E806		YOR316C-A
P29453	RPL8B	YLL045C
P53911	EAF7	YNL136W
Q08954		YPL199C
P47129	ACF4	YJR083C
Q03786		YDR248C
P25377	ADH7	YCR105W
P38957	SHU2	YDR078C
P22936	APN1	YKL114C
Q03705	CGI121	YML036W
O13297	CET1	YPL228W
P08018	PBS2	YJL128C
P54858	DOS2	YDR068W
Q06479		YLR352W
Q3E827	LSO1	YJR005C-A
P19454	CKA2	YOR061W
P0C5K9		YBL039C-A
P40528	SYG1	YIL047C
P0CZ17	ASP3-4	YLR160C
P0CX77	ASP3-4	YLR160C
P0CX79	ASP3-4	YLR160C
P0CX78	ASP3-4	YLR160C
Q02732	CTF19	YPL018W
P12630	BAR1	YIL015W
P33299	RPT1	YKL145W
P38271	OPY1	YBR129C
P53875	MRPL19	YNL185C
P46673	NUP85	YJR042W
P38754	RPL14B	YHL001W
P53687	HST3	YOR025W
P32602	SEC17	YBL050W
P19263	RGR1	YLR071C
Q08886	GPB1	YOR371C
P07252	CBP1	YJL209W
P29029	CTS1	YLR286C
P32617	IES6	YEL044W
Q07471	THI3	YDL080C
P40565	IST3	YIR005W
P09880	TRL1	YJL087C
Q2V2P7		YDR461C-A
Q00776	APM1	YPL259C
P38233		YBR051W
P38869	SVP26	YHR181W
P53072	TAN1	YGL232W
P13365	CLN3	YAL040C
P07172	HIS5	YIL116W
P22146	GAS1	YMR307W
Q07987	PAU23	YLR037C
